Movie_Name,Genres,Revenue,Runtime,Year
1408,Mystery,132963417.0,104.0,2007
Wallace & Gromit: The Curse of the Were-Rabbit,Family,192610372.0,85.0,2005
Peppermint,Thriller,53918723.0,102.0,2018
Paranormal Activity: The Marked Ones,Thriller,86362372.0,84.0,2014
Uncut Gems,Crime,50020902.0,136.0,2020
Naruto: Ninja Clash in the Land of Snow,Adventure,17400000.0,82.0,2004
The Exorcism of Carmen Farias,Horror,1474579.0,93.0,2021
The Wild,Animation,102338515.0,95.0,2006
Return of the Jedi,Science Fiction,572700000.0,135.0,1983
Twins,Comedy,216614388.0,107.0,1988
Rumble in the Bronx,Thriller,32392047.0,104.0,1995
Spy,Crime,235666219.0,,2015
Once Upon a Time in America,Crime,5472914.0,229.0,1984
CHiPS,Crime,26800152.0,100.0,2017
Memories of Murder,Thriller,26000000.0,131.0,2003
Caligula,Romance,23438120.0,156.0,1980
Free Willy,Drama,153698625.0,112.0,1993
Neighbors,Comedy,270665134.0,97.0,2014
Paranormal Activity 3,Mystery,207039844.0,94.0,2011
Oz the Great and Powerful,Family,491868548.0,130.0,2013
The Adventures of Tintin,Mystery,371940071.0,107.0,2011
Robin Hood,Thriller,86493046.0,116.0,2018
Doctor Dolittle,Fantasy,294456605.0,85.0,1998
London Fields,Thriller,487420.0,118.0,2018
Dragon Wars: D-War,Science Fiction,75108998.0,90.0,2007
Dragonball Evolution,Thriller,58228460.0,85.0,2009
The Foreigner,Thriller,145374099.0,113.0,2017
Bound,Thriller,7011317.0,105.0,1996
Diary of a Wimpy Kid,Family,76196538.0,92.0,2010
The Jack in the Box,Horror,1035734.0,87.0,2019
Mars Attacks!,Science Fiction,101371017.0,106.0,1996
Kill Bill: Vol. 2,Thriller,152159461.0,136.0,2004
Magic Mike XXL,Drama,117813057.0,115.0,2015
Confessions of a Shopaholic,Romance,108332743.0,104.0,2009
Nausicaä of the Valley of the Wind,Fantasy,3301446.0,117.0,1984
Samson and Delilah,Adventure,11500000.0,134.0,1949
A Nightmare on Elm Street,Thriller,115664037.0,95.0,2010
Hummingbird,Thriller,8352885.0,100.0,2013
The Other Guys,Crime,170432927.0,107.0,2010
Chinatown,Thriller,30000000.0,130.0,1974
Freaky Friday,Fantasy,160846332.0,97.0,2003
Hook,Family,300855000.0,142.0,1991
The Pirates: The Last Royal Treasure,Comedy,10247262.0,126.0,2022
21 Bridges,Drama,49939757.0,99.0,2019
Dumbo,Adventure,215832199.0,112.0,2019
Marcel the Shell with Shoes On,Adventure,6000000.0,90.0,2022
Primal Fear,Thriller,102616183.0,129.0,1996
Gone in Sixty Seconds,Thriller,237202299.0,118.0,2000
Coyote Ugly,Romance,113916474.0,100.0,2000
The Mermaid,Romance,553810228.0,93.0,2016
No Good Deed,Thriller,53830415.0,83.0,2014
See How They Run,Thriller,21921551.0,98.0,2022
Cleopatra,Romance,71000000.0,248.0,2013
Mad Max,Science Fiction,8771757.0,91.0,1979
Lemony Snicket's A Series of Unfortunate Events,Family,209073645.0,108.0,2005
Happy Death Day,Comedy,125479266.0,97.0,2017
Downton Abbey: A New Era,Romance,88000000.0,125.0,2022
The Pacifier,Action,198636868.0,95.0,2005
Unbroken,War,163442937.0,137.0,2015
Con Air,Crime,224012234.0,116.0,1997
The Happening,Science Fiction,163403799.0,91.0,2008
Pitch Perfect,Romance,115400000.0,112.0,2012
365 Days,Drama,9458590.0,116.0,2020
American Beauty,Drama,356296601.0,122.0,2000
Poltergeist,Horror,95437994.0,93.0,2015
Hostel: Part II,Horror,35728183.0,93.0,2007
AVP: Alien vs. Predator,Horror,177427090.0,101.0,2004
All My Life,Drama,2000000.0,93.0,2020
Horrible Bosses,Crime,209838559.0,98.0,2011
Giant,Western,32855818.0,201.0,1956
Ben-Hur,Drama,94061311.0,125.0,2016
The Outlaws,Crime,52946454.0,121.0,2017
Sheena,Science Fiction,5778353.0,117.0,1984
Cyrano,Romance,3000000.0,124.0,2022
The Scorpion King,Fantasy,165333180.0,92.0,2002
A Million Ways to Die in the West,Western,86410000.0,116.0,2014
"Me gusta, pero me asusta",Comedy,5549592.0,100.0,2017
Superman IV: The Quest for Peace,Science Fiction,19300000.0,90.0,1987
Boss Level,Thriller,2000000.0,94.0,2021
Bleach the Movie: Hell Verse,Adventure,8749681.0,94.0,2010
Dilwale Dulhania Le Jayenge,Romance,100000000.0,190.0,1995
Grand Isle,Action,5566.0,97.0,2019
Halloween,Horror,80460948.0,110.0,2007
Occupation: Rainfall,Action,331091.0,128.0,2020
Skyline,Action,66984888.0,92.0,2010
Click,Fantasy,240685326.0,107.0,2006
The Ring Two,Thriller,161451538.0,110.0,2005
Lovelace,Drama,1585582.0,92.0,2013
How to Be Single,Romance,112343513.0,110.0,2016
The Invisible Man,Horror,130234661.0,124.0,2020
The Others,Thriller,209947037.0,101.0,2001
The Bourne Legacy,Thriller,276572938.0,135.0,2012
Demolition Man,Science Fiction,58055768.0,115.0,1993
"Legally Blonde 2: Red, White & Blonde",Romance,124914842.0,95.0,2003
Cell 211,Drama,19300483.0,110.0,2009
Spy Kids 2: The Island of Lost Dreams,Science Fiction,119723358.0,100.0,2002
Witch Hunt,Drama,56415.0,92.0,2021
Sanctum,Thriller,108609310.0,108.0,2011
The Dark Tower,Adventure,113231078.0,95.0,2017
Firestarter,Horror,10593000.0,94.0,2022
Warlock: The Armageddon,Action,3902679.0,98.0,1993
War,Thriller,40452643.0,103.0,2007
The Last House on the Left,Drama,32721635.0,110.0,2009
Solace,Mystery,22586863.0,101.0,2016
Warlock,Action,9094451.0,103.0,1991
Quantum of Solace,Crime,589580482.0,106.0,2008
Spy Kids 3-D: Game Over,Science Fiction,197011982.0,84.0,2003
Emma.,Romance,25155355.0,125.0,2020
Batman: Under the Red Hood,Mystery,6629178.0,75.0,2010
From Dusk Till Dawn,Crime,25836616.0,108.0,1996
Leatherface,Mystery,1476843.0,88.0,2017
30 Days of Night,Thriller,75505973.0,113.0,2007
The Call,Thriller,68572378.0,94.0,2013
Dark Shadows,Fantasy,245527149.0,113.0,2012
Snatch,Comedy,83557872.0,103.0,2001
Horrible Bosses 2,Comedy,107670357.0,108.0,2014
Tower Heist,Comedy,152930623.0,104.0,2011
Midnight Sun,Drama,27365467.0,91.0,2018
Tooth Fairy,Fantasy,112462508.0,101.0,2010
Papillon,Drama,10060903.0,134.0,2018
Charlie's Angels,Thriller,264105545.0,98.0,2000
Overboard,Comedy,91244913.0,112.0,2018
Hostel,Horror,81979826.0,94.0,2006
Silent Hill: Revelation 3D,Mystery,55362705.0,94.0,2012
Road to Perdition,Thriller,181001478.0,117.0,2002
Everest,History,203427584.0,121.0,2015
Tekken,Science Fiction,967000.0,92.0,2011
Beauty and the Beast,Romance,49100000.0,112.0,2014
Chinese Zodiac,Adventure,171339013.0,109.0,2012
Midnight in the Switchgrass,Action,229811.0,99.0,2021
The Dinosaur Project,Horror,2412576.0,83.0,2012
The Raid,Crime,9148519.0,101.0,2012
The Blue Lagoon,Adventure,58853106.0,104.0,1980
Anger Management,Comedy,195745823.0,106.0,2003
Cursed,Comedy,19294901.0,97.0,2005
Undisputed,Crime,14946150.0,96.0,2002
Kingdom of Heaven,War,218122627.0,144.0,2005
Mrs. Harris Goes to Paris,Comedy,10370305.0,116.0,2022
Into the Storm,Thriller,160602194.0,89.0,2014
The Dirty Dozen,War,45300000.0,150.0,1967
High School Musical 3: Senior Year,Music,252909177.0,117.0,2008
Looper,Science Fiction,47042000.0,118.0,2012
"Big Mommas: Like Father, Like Son",Action,83615414.0,107.0,2011
Licorice Pizza,Comedy,27423319.0,133.0,2022
Bad Lieutenant: Port of Call - New Orleans,Crime,10589102.0,122.0,2009
Rush,Action,90247624.0,123.0,2013
Us,Mystery,255105930.0,116.0,2019
The Bank Job,Drama,64828421.0,112.0,2008
Guardians,Thriller,4803565.0,100.0,2017
Coherence,Science Fiction,102617.0,89.0,2013
The Rundown,Thriller,80916492.0,104.0,2003
Before Sunrise,Romance,5987386.0,101.0,1995
Silverado,Western,32192570.0,133.0,1985
The Smurfs 2,Animation,347434178.0,105.0,2013
Mortal Kombat,Fantasy,122195920.0,101.0,1995
Enough,Thriller,51801187.0,114.0,2002
Child 44,Thriller,3324330.0,137.0,2015
The Flintstones,Family,341631208.0,91.0,1994
West Side Story,Crime,74530532.0,157.0,2022
Amadeus,Drama,51973029.0,160.0,1984
The Dukes of Hazzard,Action,110803676.0,104.0,2005
Upgrade,Science Fiction,16593554.0,100.0,2020
What's Eating Gilbert Grape,Drama,10032765.0,118.0,1993
Once Upon a Time in the West,Western,5380118.0,166.0,1968
Heaven Is for Real,Drama,101332962.0,99.0,2014
A Cinderella Story,Romance,70067909.0,95.0,2004
The Lover,Romance,5013090.0,115.0,1992
Elysium,Thriller,286140700.0,109.0,2013
Ride Along 2,Comedy,124827316.0,102.0,2016
The 5th Wave,Action,109906372.0,112.0,2016
The Spiderwick Chronicles,Drama,164170327.0,95.0,2008
The Shape of Water,Romance,194989655.0,123.0,2017
The Vigil,Mystery,742476.0,88.0,2021
The Great Escape,War,11744471.0,173.0,1963
Goldfinger,Thriller,124881062.0,110.0,1964
Doctor Sleep,Fantasy,72281712.0,152.0,2019
The Golden Compass,Fantasy,372234864.0,113.0,2007
Superman Returns,Adventure,391081192.0,154.0,2006
Philomena,Drama,100129872.0,98.0,2013
Spy Kids: All the Time in the World,Action,85564310.0,89.0,2011
Operation Red Sea,Drama,579220560.0,139.0,2018
Contraband,Crime,96262212.0,109.0,2012
Seven Samurai,Drama,346300.0,207.0,1954
Pitch Perfect 3,Music,184724494.0,93.0,2017
Basic Instinct 2,Thriller,38629478.0,114.0,2006
My Name Is Khan,Romance,42345360.0,165.0,2010
The Last Boy Scout,Thriller,59509925.0,105.0,1991
The Warrior's Way,Thriller,11087569.0,100.0,2010
Open Season,Comedy,197309027.0,86.0,2006
The Hustle,Crime,97409779.0,94.0,2019
Legends of the Fall,Western,160638883.0,133.0,1994
Trinity Seven 2: Heaven's Library & Crimson Lord,Comedy,15712.0,61.0,2019
2 Guns,Crime,131940411.0,109.0,2013
Eden Lake,Thriller,3984669.0,91.0,2009
Sky High,Family,86369815.0,100.0,2005
Holy Spider,Thriller,1252637.0,118.0,2023
Yesterday,Romance,88092097.0,116.0,2019
"I, Tonya",Drama,53939297.0,,2017
Into the Deep,Thriller,42195.0,90.0,2022
Christopher Robin,Fantasy,99138899.0,104.0,2018
Kingsglaive: Final Fantasy XV,Action,269980.0,115.0,2016
Carrie,Horror,82394288.0,100.0,2013
The Gods Must Be Crazy,Comedy,60000000.0,109.0,1984
RED 2,Thriller,148100000.0,116.0,2013
You Only Live Twice,Adventure,111584787.0,117.0,1967
We Were Soldiers,War,114660784.0,138.0,2002
Studio 666,Music,3000776.0,106.0,2022
Slender Man,Thriller,11817275.0,93.0,2018
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",Comedy,8654110.0,95.0,2008
Garfield: A Tail of Two Kitties,Adventure,141702264.0,78.0,2006
Wind River,Thriller,44998252.0,107.0,2017
Igor,Horror,30700000.0,87.0,2008
Vivarium,Mystery,427399.0,97.0,2020
Game Night,Crime,117501013.0,100.0,2018
The Living Daylights,Thriller,191185897.0,130.0,1987
Sadako,Horror,5481562.0,99.0,2019
Run All Night,Mystery,71561644.0,114.0,2015
The Man from Nowhere,Crime,43059790.0,119.0,2011
The Descent: Part 2,Thriller,7048886.0,94.0,2010
Stonehearst Asylum,Horror,2478806.0,112.0,2014
Evan Almighty,Family,174440724.0,96.0,2007
Barbie in A Mermaid Tale 2,Family,15489307.0,74.0,2012
Magic Mike,Comedy,167221571.0,110.0,2012
3096 Days,Drama,6677474.0,111.0,2013
The Unborn,Mystery,76514050.0,87.0,2009
[REC]⁴ Apocalypse,Horror,4915757.0,95.0,2014
Winnie the Pooh,Adventure,14460000.0,63.0,2011
George of the Jungle,Romance,174463257.0,93.0,1997
Lockout,Science Fiction,32948113.0,95.0,2012
Spider-Man 2,Fantasy,783766341.0,127.0,2004
Bordello of Blood,Comedy,5600000.0,87.0,1996
Teenage Mutant Ninja Turtles,Family,201965915.0,93.0,1990
The Visit,Horror,98450062.0,94.0,2015
Turbo: A Power Rangers Movie,Science Fiction,9679739.0,99.0,1997
Overlord,Science Fiction,41657844.0,110.0,2018
Only the Brave,History,25754775.0,133.0,2017
The Change-Up,Comedy,75450437.0,112.0,2011
Pet Sematary II,Horror,17092453.0,100.0,1992
Pride and Prejudice and Zombies,Thriller,16457494.0,108.0,2016
Evangelion: 3.0 You Can (Not) Redo,Drama,60487945.0,96.0,2012
Into the White,Drama,712216.0,104.0,2012
The Messenger: The Story of Joan of Arc,War,66976317.0,158.0,1999
Huevos: Little Rooster's Egg-Cellent Adventure,Family,26072723.0,99.0,2015
Halloween 5: The Revenge of Michael Myers,Thriller,11642254.0,97.0,1989
A Walk in the Clouds,Romance,50012507.0,103.0,1995
21,Crime,159808370.0,123.0,2008
Dawn of the Dead,Horror,55000000.0,127.0,1979
Catwoman,Crime,82102379.0,104.0,2004
Barnyard,Family,116476887.0,90.0,2006
She's the Man,Romance,33889159.0,105.0,2006
Hero,History,177394432.0,99.0,2002
Batman: The Killing Joke,Drama,3775000.0,76.0,2016
Contagion,Science Fiction,137551594.0,106.0,2011
The Boy and the Beast,Fantasy,49714378.0,119.0,2015
Jason Goes to Hell: The Final Friday,Horror,15938065.0,87.0,1993
The Family Stone,Romance,92884429.0,103.0,2005
Love Actually,Drama,244931766.0,135.0,2003
The 40 Year Old Virgin,Romance,177378645.0,116.0,2005
The Prince of Egypt,Family,218613188.0,99.0,1998
Signs,Mystery,408247917.0,106.0,2002
The Doorman,Thriller,307873.0,97.0,2020
Call of the Wild,Adventure,270210.0,87.0,2009
The Crush,Thriller,13609396.0,89.0,1993
Star Wars: Episode II - Attack of the Clones,Science Fiction,649398328.0,142.0,2002
"O Brother, Where Art Thou?",Crime,71870729.0,107.0,2000
Walking with Dinosaurs,Adventure,126546518.0,87.0,2013
Push,Action,49678401.0,111.0,2009
9 Songs,Romance,1574623.0,69.0,2006
There's Something About Mary,Comedy,369884651.0,119.0,1998
The Time Machine,Action,123729176.0,96.0,2002
Pokémon 3: The Movie,Family,68411275.0,74.0,2000
Gravity,Drama,723192705.0,91.0,2013
The Ash Lad: In the Hall of the Mountain King,Fantasy,4522950.0,100.0,2017
Cloud Atlas,Science Fiction,130482868.0,172.0,2012
Gridiron Gang,Drama,41480851.0,125.0,2006
Clue,Mystery,14643997.0,94.0,1985
Instructions Not Included,Drama,99067206.0,122.0,2013
Godzilla,Thriller,379014294.0,138.0,1998
Footloose,Romance,63543328.0,113.0,2011
Frankenweenie,Family,81493846.0,87.0,2012
Lara Croft: Tomb Raider,Thriller,274703340.0,100.0,2001
The Crow,Thriller,50694672.0,102.0,1994
A Dirty Shame,Comedy,1914166.0,89.0,2004
Billy Elliot,Music,109280263.0,110.0,2001
God's Not Dead,Drama,29789000.0,113.0,2014
Heartbreakers,Crime,57756408.0,123.0,2001
Austin Powers: International Man of Mystery,Crime,67711748.0,94.0,1997
Percy Jackson: Sea of Monsters,Fantasy,199850315.0,106.0,2013
The Ice Road,Thriller,7502846.0,108.0,2021
Unstoppable,Thriller,167805466.0,98.0,2010
The Book of Eli,Science Fiction,157107755.0,118.0,2010
Brightburn,Science Fiction,32893421.0,91.0,2019
Sinister 2,Horror,53329150.0,97.0,2015
Portrait of a Lady on Fire,Romance,9923127.0,,2020
Stomp the Yard,Music,75511123.0,114.0,2007
Captain Fantastic,Drama,23123592.0,118.0,2016
Benedetta,Romance,2652725.0,131.0,2021
Mr. & Mrs. Smith,Thriller,487287646.0,,2005
Escape Plan,Thriller,122915111.0,115.0,2013
Empire of Light,Romance,5251349.0,115.0,2023
Waterworld,Science Fiction,264218220.0,135.0,1995
Sweeney Todd: The Demon Barber of Fleet Street,Horror,152000000.0,116.0,2007
Halloween 4: The Return of Michael Myers,Thriller,17800000.0,88.0,1988
Freedom Writers,Drama,43095175.0,123.0,2007
Yes Man,Romance,223241637.0,104.0,2008
Astérix at the Olympic Games,Family,132900000.0,116.0,2008
Kick-Ass 2,Crime,60700000.0,103.0,2013
Last Christmas,Romance,121550750.0,102.0,2019
Evangelion: 1.0 You Are (Not) Alone,Drama,20000000.0,101.0,2008
Vampire Academy,Fantasy,15391979.0,104.0,2014
Cure,Mystery,99000.0,111.0,1997
The Bodyguard,Romance,411006740.0,129.0,2006
Crimes of the Future,Science Fiction,4400000.0,107.0,2022
Jerry Maguire,Romance,273552592.0,138.0,1997
God's Not Dead 2,Drama,23507567.0,121.0,2016
Cinema Paradiso,Romance,11990401.0,124.0,1988
Woodlawn,Drama,14394097.0,123.0,2015
The Big Short,Drama,133346506.0,131.0,2016
Uncle Drew,Comedy,17665000.0,103.0,2018
The Secret Life of Bees,Drama,38105395.0,114.0,2008
Melissa P.,Drama,5151936.0,100.0,2005
When Harry Met Sally...,Drama,92823546.0,96.0,1989
Twister,Drama,494471524.0,113.0,1996
Selena,History,60000000.0,127.0,1997
RoboCop,Action,242688965.0,118.0,2014
Into the Blue,Crime,46117696.0,110.0,2005
The Count of Monte Cristo,History,75395048.0,131.0,2002
Gnomeo & Juliet,Family,189712432.0,84.0,2011
Jack Ryan: Shadow Recruit,Thriller,135511030.0,105.0,2014
Piranha,Comedy,16000000.0,94.0,1978
The Tourist,Romance,278731369.0,103.0,2010
Notting Hill,Drama,363889678.0,124.0,1999
Superman II,Adventure,190458706.0,127.0,1981
Pan,Action,128388320.0,111.0,2015
The Lobster,Romance,15656193.0,118.0,2015
The Hurt Locker,War,49230772.0,131.0,2009
3:10 to Yuma,Western,70016220.0,122.0,2008
Barbarella,Adventure,2500000.0,98.0,1968
The November Man,Thriller,32556119.0,108.0,2014
A Perfect Murder,Drama,128038368.0,107.0,1998
Oculus,Horror,44459951.0,104.0,2014
Bitter Moon,Romance,1862805.0,139.0,1992
James and the Giant Peach,Fantasy,28946127.0,79.0,1996
Freddy's Dead: The Final Nightmare,Thriller,34900000.0,89.0,1991
Minority Report,Mystery,358372926.0,145.0,2002
The Bone Collector,Crime,151493655.0,118.0,2000
xXx,Thriller,277448382.0,124.0,2002
The Man with the Golden Gun,Thriller,97572000.0,125.0,1974
Mirai,Drama,27526961.0,98.0,2018
Cloudy Mountain,Drama,58340541.0,114.0,2021
Bad Teacher,Comedy,216197492.0,92.0,2011
The King's Daughter,History,2182492.0,94.0,2022
Ghostbusters,Fantasy,296187079.0,107.0,1984
Space Pirate Captain Harlock,Science Fiction,18010317.0,115.0,2014
Monte Carlo,Romance,39782683.0,109.0,2011
American Made,Comedy,133511855.0,115.0,2017
The Mechanic,Crime,51070807.0,93.0,2011
Transformers: Revenge of the Fallen,Adventure,836303693.0,149.0,2009
Happy Gilmore,Comedy,41205099.0,92.0,1996
Lethal Weapon 2,Thriller,227853986.0,114.0,1989
The Ultimate Gift,Family,3438735.0,114.0,2007
Mazinger Z: Infinity,Animation,2732673.0,95.0,2018
Blue Streak,Crime,117758500.0,93.0,1999
The Raven,Mystery,29657751.0,111.0,2012
The Big Lebowski,Crime,46969409.0,117.0,1998
Outcast,Action,5148503.0,98.0,2015
Friday the 13th Part 2,Thriller,21722776.0,87.0,1981
Safe,Thriller,40346186.0,94.0,2012
The Intern,Comedy,194564672.0,121.0,2015
Thunderball,Thriller,141195658.0,130.0,1965
Vertigo,Thriller,7797728.0,128.0,2016
The Forbidden Kingdom,Fantasy,127906624.0,104.0,2008
Evangelion: 2.0 You Can (Not) Advance,Drama,41162041.0,112.0,2009
Wyatt Earp,Adventure,25052000.0,191.0,1994
Stuart Little 2,Comedy,169956806.0,78.0,2002
Wild Child,Romance,21972336.0,98.0,2009
Zola,Crime,3500000.0,86.0,2020
Freaky,Thriller,15104310.0,102.0,2020
Walking Tall,Thriller,57223890.0,86.0,2004
Stan Helsing,Comedy,1400000.0,90.0,2009
Son of God,Drama,67800064.0,138.0,2014
The Father,Drama,21029340.0,96.0,2021
Friday the 13th Part VIII: Jason Takes Manhattan,Thriller,14000000.0,100.0,1989
The Bourne Ultimatum,Thriller,442824138.0,115.0,2007
Daddy's Home,Comedy,242786137.0,96.0,2015
Stand by Me,Drama,52287414.0,89.0,1986
Death Sentence,Thriller,16974459.0,105.0,2007
Night Hunter,Thriller,1012932.0,95.0,2019
The Silence,Fantasy,2325977.0,91.0,2019
Home Alone 3,Family,79082515.0,102.0,1997
The Raid 2,Thriller,6566916.0,150.0,2014
Hollow Man,Thriller,190213455.0,112.0,2000
Remember the Titans,Drama,136706683.0,113.0,2001
The Bourne Supremacy,Thriller,288500217.0,108.0,2004
Police Academy 2: Their First Assignment,Crime,55600000.0,87.0,1985
Charlotte's Web,Fantasy,144000000.0,97.0,2006
Gothika,Thriller,141591324.0,98.0,2003
"10,000 BC",Fantasy,269784201.0,109.0,2008
Tropic Thunder,War,195702811.0,107.0,2008
Breach,Horror,39328.0,92.0,2020
Patch Adams,Drama,202292902.0,115.0,1999
The Transporter Refueled,Crime,72629670.0,95.0,2015
The Core,Science Fiction,74208267.0,136.0,2003
The Three Stooges,Comedy,54819301.0,92.0,2012
Ghostbusters II,Fantasy,215394738.0,108.0,1989
King Arthur,Action,203567857.0,126.0,2004
Friday the 13th: The Final Chapter,Horror,32980880.0,91.0,1984
The Protector 2,Action,3302463.0,104.0,2013
The Impossible,Thriller,198087212.0,113.0,2013
Mamma Mia! Here We Go Again,Romance,395044706.0,113.0,2018
Big Trouble in Little China,Fantasy,11000000.0,99.0,1986
Krampus,Fantasy,61788393.0,98.0,2015
The Game Plan,Family,147880543.0,110.0,2007
The Doors,History,34416893.0,140.0,1991
Pokémon: The Rise of Darkrai,Science Fiction,42538454.0,90.0,2007
Forever My Girl,Music,16367326.0,104.0,2018
Hang 'em High,Western,6800000.0,114.0,1968
Diamonds Are Forever,Thriller,116019547.0,,1971
A Dog's Way Home,Family,17643857.0,96.0,2019
Stargate,Science Fiction,196567262.0,121.0,1994
Rigodon,Mystery,31307.0,85.0,2012
Death Wish,Thriller,34017028.0,107.0,2018
Wolf Children,Fantasy,55060661.0,117.0,2012
Poison Ivy,Drama,1829804.0,88.0,1992
For Your Eyes Only,Thriller,195312802.0,128.0,1981
Police Story 3: Super Cop,Thriller,20483423.0,95.0,1992
Commando,Thriller,57500000.0,90.0,1985
August Rush,Music,66122026.0,114.0,2007
Robin Hood: Prince of Thieves,Romance,390493908.0,143.0,1997
The Elephant Man,History,26010864.0,124.0,2020
I Still Know What You Did Last Summer,Thriller,40002112.0,100.0,1998
Fearless,Action,68072848.0,103.0,2006
12 Rounds,Crime,17280326.0,108.0,2009
Ray,Music,124731534.0,152.0,2004
Hacker,Thriller,11239.0,95.0,2016
Highlander,Fantasy,12885193.0,116.0,1986
Escape from Alcatraz,Thriller,43004381.0,113.0,2017
Mirrors,Fantasy,72436439.0,111.0,2008
Skiptrace,Mystery,58500000.0,107.0,2016
The Boy,Mystery,73929392.0,97.0,2016
Mike and Dave Need Wedding Dates,Comedy,77068246.0,98.0,2016
This Is the End,Comedy,126041322.0,107.0,2013
The Italian Job,Crime,176070171.0,110.0,2003
We Are Your Friends,Comedy,11122090.0,96.0,2015
The House with a Clock in Its Walls,Comedy,131457147.0,105.0,2018
Inferno,Action,220021259.0,121.0,2016
Daredevil,Action,179179718.0,103.0,2003
The League of Extraordinary Gentlemen,Science Fiction,179265204.0,110.0,2003
Mortdecai,Adventure,47318560.0,107.0,2015
The King of Fighters,Science Fiction,2000371.0,93.0,2010
Shaft,Thriller,12121618.0,100.0,1971
The Karate Kid Part III,Adventure,38956288.0,112.0,1989
The Darkest Minds,Drama,41142379.0,105.0,2018
Paddington 2,Family,227300000.0,104.0,2017
The Babadook,Horror,10312540.0,94.0,2014
Overdrive,Mystery,7793.0,93.0,2017
Arthur and the Invisibles,Family,107944236.0,94.0,2006
The Naked Gun 2½: The Smell of Fear,Crime,86930411.0,85.0,1991
Life,Crime,73521587.0,108.0,1999
Gremlins,Comedy,153083102.0,106.0,2002
Piranha 3DD,Comedy,8493728.0,83.0,2012
Elite Squad: The Enemy Within,Crime,63027681.0,115.0,2010
Color Out of Space,Drama,1023510.0,111.0,2020
Hellraiser,Mystery,14575193.0,93.0,1987
Spaceballs,Science Fiction,38119483.0,96.0,1987
The Naked Gun: From the Files of Police Squad!,Crime,78756177.0,86.0,1988
Before I Go to Sleep,Thriller,15447154.0,92.0,2014
Surf's Up,Family,149044513.0,85.0,2007
Bleach the Movie: Fade to Black,Drama,6032296.0,94.0,2008
The Green Inferno,Adventure,12666449.0,100.0,2013
Friday the 13th Part III,Horror,36690067.0,95.0,1982
"Me, Myself & Irene",Comedy,149270999.0,116.0,2000
Gremlins 2: The New Batch,Fantasy,41482207.0,106.0,1990
The Wave,Thriller,12975143.0,104.0,2015
Life As We Know It,Drama,105734416.0,114.0,2010
Octopussy,Thriller,187500000.0,131.0,1983
The Assignment,Thriller,388789.0,95.0,2016
Case 39,Thriller,29000000.0,109.0,2009
Jason Bourne,Mystery,415484914.0,123.0,2016
The Reader,Romance,108902486.0,124.0,2009
Trouble,Music,12127842.0,88.0,2019
King Kong,Horror,10000000.0,104.0,1933
Licence to Kill,Thriller,156167015.0,133.0,1989
Empire State,Drama,3639345.0,94.0,2013
The Boxtrolls,Fantasy,108255770.0,97.0,2014
The Outpost,Action,2133452.0,123.0,2020
The Warriors,Thriller,22490039.0,94.0,1979
Idiocracy,Adventure,495303.0,84.0,2006
Crimson Peak,Romance,74679822.0,119.0,2015
Lupin the Third: The Castle of Cagliostro,Crime,8194857.0,102.0,1979
In Bruges,Crime,34533783.0,108.0,2008
Who Am I,Thriller,7700259.0,105.0,2014
Snakes on a Plane,Horror,62022014.0,105.0,2006
Deliver Us from Evil,Horror,87937815.0,118.0,2014
True Romance,Romance,12600000.0,,2002
Ella Enchanted,Comedy,27388767.0,96.0,2004
Moulin Rouge!,Music,179213434.0,128.0,2001
P2,Thriller,7766240.0,98.0,2007
First Man,Drama,105702570.0,141.0,2018
Inherent Vice,Comedy,14710975.0,149.0,2015
Dr. No,Thriller,59567035.0,110.0,1962
Silver Linings Playbook,Romance,236412453.0,122.0,2012
From Paris with Love,Thriller,52826594.0,92.0,2010
Slither,Comedy,12834936.0,95.0,2006
Hellboy II: The Golden Army,Science Fiction,160388063.0,,2008
The Three Musketeers,Thriller,132274484.0,110.0,2011
The Rugrats Movie,Adventure,100491683.0,79.0,1998
The Omen,Thriller,60922980.0,111.0,1976
Some Like It Hot,Crime,25000000.0,122.0,2011
Double Jeopardy,Drama,177841558.0,105.0,1999
Elektra,Science Fiction,56681566.0,97.0,2005
Mile 22,Thriller,66308758.0,95.0,2018
Traffic,Crime,207515725.0,147.0,2001
Judge Dredd,Science Fiction,113493481.0,96.0,1995
Paranormal Activity: The Ghost Dimension,Thriller,78096553.0,88.0,2015
RoboCop,Science Fiction,53424681.0,102.0,1987
Hustlers,Crime,157600000.0,110.0,2019
Cheaper by the Dozen 2,Adventure,129181830.0,94.0,2005
Lethal Weapon 4,Thriller,285444603.0,127.0,1998
Legend of the Guardians: The Owls of Ga'Hoole,Fantasy,140073390.0,97.0,2010
The Illusionist,Romance,87892388.0,110.0,2006
Bedtime Stories,Romance,212874864.0,99.0,2008
The Grudge,Thriller,183474602.0,92.0,2004
Lawrence of Arabia,War,69995385.0,228.0,2001
Grimsby,Comedy,27979040.0,83.0,2016
Hunter x Hunter: The Last Mission,Fantasy,7449778.0,97.0,2014
The House Bunny,Comedy,70442940.0,97.0,2008
Gladiator,Drama,900000.0,101.0,1992
Booksmart,Comedy,24849029.0,102.0,2019
Jason X,Science Fiction,16951798.0,91.0,2002
Johnny English Strikes Again,Comedy,158972499.0,89.0,2018
